name,alt_name,ra,dec,vmag_code,vmag,multiple,class,bv_color,bv_uncert,ub_color,ub_uncert,hd,hr,par_code,parallax,ri_code,sao
HR 5977,Xi  Sco,241.0921,-11.3731,H,5.07,,STAR F5IV,,,,,144069,5977,,0.0480,,159665
HR 8093,13Nu  Aqr,317.3987,-11.3717,,4.51,,STAR G8III,0.94,,0.70,,201381,8093,,0.0170,,164182
HR 8319,48Lam Cap,326.6338,-11.3658,,5.58,,STAR A1V,-0.01,,-0.05,,207052,8319,,0.0150,,164639
HR 3189,,122.2371,-11.3397,,6.32,,STAR A0V,0.01,,-0.09,,67725,3189,,,,153887
HR 492,,25.4363,-11.3247,,5.75,,STAR F5V,0.44,,-0.01,,10453,492,,0.0350,,147962
HR 3702,,139.8904,-11.3142,,6.62,,STAR A2V,0.08,,,,80447,3702,,,,155090
HR 4305,,165.8121,-11.3036,,5.50,,STAR G7III,0.94,,,,95808,4305,,,,156421
HR 2678,,106.6696,-11.2942,,5.39,,STAR B0IV,0.05,,-0.85,,53974,2678,,,,152394
HR 1050,,52.0042,-11.2867,,5.73,,STAR K2III,1.10,,1.04,,21530,1050,,,,148972
HR 267,22Phi3Cet,14.0063,-11.2667,,5.31,,STAR K4III,1.52,,1.78,,5437,267,,0.0090,,147519
HR 2723,,108.2800,-11.2514,,5.78,,STAR K0,1.51,,1.76,,55589,2723,,,,152570
HR 6544,,263.6933,-11.2419,,5.55,W,STAR B8V,0.02,,-0.17,,159358,6544,,,,160653
HR 388,,20.1158,-11.2389,,6.15,,STAR K1III,1.11,,1.03,,8121,388,,,,147746
HR 4034,,154.0379,-11.2033,,6.08,,STAR K0,1.10,,,,89033,4034,,,,155855
HR 1098,,53.9904,-11.1936,,5.57,,STAR,0.91,,,,22409,1098,,,,149057
HR 2161,,91.7162,-11.1736,,6.66,,STAR B3V,-0.15,,,,41814,2161,,,,151126
HR 2392,,98.1954,-11.1664,,6.24,,STAR G9III,1.11,,0.78,,46407,2392,,,,151625
HR 5056,67Alp Vir,201.2983,-11.1614,,0.98,W,STAR B1III,-0.23,,-0.93,,116658,5056,,0.0230,,157923
HR 5578,17    Lib,224.5558,-11.1550,,6.60,,STAR A1V,0.01,,,,132230,5578,,,,158935
HR 5582,18    Lib,224.7233,-11.1442,,5.87,,STAR K3III,1.26,,1.44,,132345,5582,,,,158946
HR 3054,,117.7300,-11.1286,,6.16,,STAR K0,1.13,,,,63894,3054,,,,153479
HR 4315,,166.3917,-11.0889,,6.09,,STAR F0V,0.30,,,,96220,4315,,,,156448
HR 3480,,131.5287,-11.0064,,6.25,W,STAR K5III,1.61,,1.90,,74860,3480,,,,154615
HR 6970,,278.7600,-10.9772,,5.14,,STAR G8III,0.92,,0.60,,171391,6970,,0.0120,,161632
HR 6296,,254.3587,-10.9633,,6.19,,STAR G8III,1.00,,0.76,,153021,6296,,,,160186
HR 6568,,264.5396,-10.9264,,5.75,,STAR,1.23,,,,160018,6568,,,,160708
HR 51,,3.7271,-9.5697,,5.75,,STAR B9V,-0.08,,,,1064,51,,,,128660
HR 8583,58    Aqr,337.9221,-10.9056,,6.38,,STAR A8III,0.28,,0.07,,213464,8583,,,,165147
HR 425,,21.9442,-10.9017,,6.13,,STAR K4III,1.32,,1.36,,8921,425,,,,147819
HR 6666,,268.2650,-10.8997,,6.18,,STAR,1.11,,,,162757,6666,,,,160885
HR 3985,,152.1904,-10.8847,,6.53,,STAR A2V,0.02,,0.02,,88024,3985,,,,155765
HR 7541,,297.2592,-10.8708,,6.04,,STAR K5III,1.24,,1.36,,187195,7541,,,,163012
HR 4402,14Eps Crt,171.1525,-10.8594,,4.83,,STAR K5III,1.56,,1.96,,99167,4402,,,,156658
HR 6946,,277.8571,-10.7958,,5.72,,STAR B2V,0.24,,-0.45,,170740,6946,,,,161569
HR 1447,,68.3417,-10.7858,,6.06,,STAR K0,1.38,,1.45,,28970,1447,,,,149725
HR 6243,20    Oph,252.4583,-10.7831,,4.65,,STAR F7IV,0.47,,0.07,,151769,6243,,0.0160,,160118
HR 692,,35.5058,-10.7778,,5.46,,STAR F0V,0.35,,0.02,,14691,692,,,,148354
HR 3848,,145.0838,-10.7692,,6.37,,STAR A2V,0.08,,,,83731,3848,,,,155387
HR 7553,51    Aql,297.6950,-10.7636,,5.39,,STAR F0V,0.38,,,,187532,7553,,,,163036
HR 4955,49    Vir,196.9742,-10.7403,,5.19,,STAR K2III,1.14,,1.12,,114038,4955,,0.0250,,157739
HR 2255,6    Mon,94.3967,-10.7253,,6.75,,STAR F0,0.35,,0.20,,43760,2255,,,,151318
HR 6449,,260.2196,-10.6961,,6.46,W,STAR F1III,0.33,,0.01,,156971,6449,,,,160482
HR 8836,,348.6675,-10.6886,,6.12,,STAR K5III,1.49,,1.80,,219279,8836,,,,165578
HR 531,53Chi Cet,27.3962,-10.6864,,4.67,W,STAR F3III,0.33,,0.03,,11171,531,,0.0460,,148036
HR 8573,57Sig Aqr,337.6617,-10.6781,,4.82,,STAR A0IV,-0.06,,-0.11,,213320,8573,,0.0210,,165134
HR 2670,,106.4571,-10.6611,,6.49,,STAR B0V,-0.05,,-0.89,,53755,2670,,,,152363
HR 235,19Phi2Cet,12.5317,-10.6444,,5.19,,STAR F7IV,0.50,,-0.02,,4813,235,,0.0650,,147470
HR 194,17Phi1Cet,11.0475,-10.6094,,4.76,,STAR K0III,1.01,,0.84,,4188,194,,0.0220,,147423
HR 8118,,318.5696,-10.6053,,6.77,,STAR B9,-0.08,,-0.31,,202149,8118,,,,164240
HR 2128,3    Mon,90.4600,-10.5981,,4.95,,STAR B5III,-0.12,,-0.60,,40967,2128,D,0.0030,,151037
HR 2752,,108.9296,-10.5839,,5.95,,STAR K0,1.18,,1.18,,56207,2752,,,,152621
HR 4155,,159.0725,-10.5833,,6.57,,STAR F0V,0.29,,,,91858,4155,,,,156092
HR 8273,,324.8671,-10.5769,,6.08,,STAR K0,1.03,,0.89,,206005,8273,,,,164555
HR 3846,37    Hya,144.9475,-10.5703,,6.31,,STAR A0V,-0.03,,-0.14,,83650,3846,,,,155377
HR 6175,13Zet Oph,249.2896,-10.5672,,2.56,,STAR O9V,0.02,,-0.86,,149757,6175,,0.0030,,160006
HR 7430,37    Aql,293.7804,-10.5603,,5.12,,STAR G9III,1.13,,0.89,,184492,7430,,0.0070,,162792
HR 8676,70    Aqr,342.1258,-10.5556,,6.19,,STAR A9III,0.28,,,,215874,8676,,,,165308
HR 3785,,142.9121,-10.5522,,6.14,,STAR F0V,0.24,,0.10,,82428,3785,,,,155257
HR 2001,,86.8613,-10.5331,,6.03,S,STAR A4V,0.16,,,,38735,2001,,,,150814
HR 6375,,257.4500,-10.5233,,5.56,,STAR F5IV,0.52,,0.02,,155078,6375,,0.0140,,160324
HR 9103,3    Cet,1.1254,-10.5094,,4.94,,STAR K3I,1.63,,1.92,,225212,9103,,0.0160,,147066
HR 1139,,55.8908,-10.4856,,5.60,,STAR A5,0.22,,0.10,,23281,1139,,,,149132
HR 4587,,180.1854,-10.4461,,5.55,,STAR G8IV,0.77,,0.44,,104304,4587,,0.0800,,157041
HR 1117,,54.8558,-10.4372,,6.19,,STAR G5,1.03,,,,22799,1117,,,,149082
HR 1957,,85.1917,-10.4094,,6.52,,STAR B9III,-0.16,,-0.48,,37808,1957,,,,150680
HR 3788,,142.9825,-10.3706,,6.13,,STAR K0,1.19,,1.17,,82477,3788,,,,155262
HR 2694,,107.3346,-10.3472,,6.21,,STAR O6V,0.03,,-0.89,,54662,2694,,,,152470
HR 4877,,192.8454,-10.3383,,6.41,,STAR G8III,1.02,,0.79,,111720,4877,,,,157550
HR 539,55Zet Cet,27.8650,-10.3350,,3.73,W,STAR K0III,1.14,,1.07,,11353,539,,0.0310,,148059
HR 5298,96    Vir,212.2525,-10.3344,,6.47,D,STAR G8III,1.00,,0.73,,123630,5298,,,,158385
HR 4961,50    Vir,197.4388,-10.3294,,5.94,,STAR K5III,1.49,,1.69,,114287,4961,,,,157760
HR 1799,,81.2567,-10.3292,,5.61,,STAR K5III,1.56,,1.79,,35536,1799,,,,150420
HR 2867,,112.3421,-10.3267,,5.75,,STAR K5III,1.62,,1.99,,59381,2867,,,,152941
HR 5723,31Eps Lib,231.0496,-10.3222,,4.94,,STAR F5IV,0.44,,0.02,,137052,5723,,0.0350,,159234
HR 2739,,108.6175,-10.3167,,6.03,,STAR B0III,-0.18,,-0.97,,55879,2739,,,,152598
HR 4529,,177.0979,-10.3133,,6.26,W,STAR F7V,0.58,,0.13,,102574,4529,,,,156896
HR 4657,,183.7942,-10.3125,,6.11,W,STAR F5V,0.46,,-0.13,,106516,4657,,0.0340,E,157168
HR 8355,,328.4000,-10.3117,,6.59,W,STAR B9V,-0.12,,,,208008,8355,,,,164717
HR 5315,98Kap Vir,213.2242,-10.2736,,4.19,,STAR K2III,1.33,,1.47,,124294,5315,,0.0220,,158427
HR 1608,63    Eri,74.9600,-10.2633,,5.38,,STAR G4V,0.80,,0.35,,32008,1608,,,,150060
HR 1318,39    Eri,63.5988,-10.2564,,4.87,,STAR K3III,1.17,,1.15,,26846,1318,,0.0150,,149478
HR 2150,,91.3625,-10.2428,,5.87,,STAR,0.37,,0.04,,41547,2150,,,,151098
HR 6878,,275.7592,-10.2186,,6.33,,STAR B9V,0.14,,,,169009,6878,,,,161412
HR 334,31Eta Cet,17.1475,-10.1822,,3.45,W,STAR K1III,1.16,,1.19,,6805,334,,0.0410,,147632
HR 3265,,124.8129,-10.1658,,6.32,,STAR F3III,0.33,,0.17,,69997,3265,,,,154105
HR 5100,76    Vir,203.2421,-10.1650,,5.21,,STAR K0III,0.96,,0.60,,117818,5100,,0.0210,,139401
HR 7055,,281.6804,-10.1250,,5.71,,STAR F2I,0.59,,0.54,,173638,7055,,,,161817
HR 2656,,105.9887,-10.1242,,6.45,,STAR B9III,-0.08,,-0.31,,53240,2656,,,,152308
HR 2502,,101.6625,-10.1072,,5.66,,STAR B9V,-0.05,,-0.11,,49147,2502,,,,151911
HR 2367,,97.5471,-10.0814,,5.93,,STAR K0,1.38,,,,45976,2367,,,,151573
HR 5777,37    Lib,233.5446,-10.0644,,4.62,,STAR K1III,1.01,,0.86,,138716,5777,,0.0270,,140609
HR 6031,15Psi Sco,243.0000,-10.0642,,4.94,,STAR A3IV,0.09,,0.11,,145570,6031,,0.0200,,141022
HR 7694,,302.1304,-10.0628,,6.18,,STAR B9III,0.06,,,,191110,7694,,,,163290
HR 638,,32.8425,-10.0522,,6.01,,STAR F5V,0.39,,-0.03,,13456,638,,,,148262
HR 315,27    Cet,16.4033,-9.9792,,6.12,,STAR K0III,1.01,,0.86,,6482,315,,,,147601
HR 9027,,357.5612,-9.9742,,5.94,,STAR K0IV,1.13,,1.15,,223524,9027,,,,165911
HR 912,,45.4837,-9.9614,,5.83,,STAR,1.11,,,,18885,912,,,,148721
HR 7637,,299.9475,-9.9583,,5.88,W,STAR F8V,0.58,,0.05,,189340,7637,,0.0400,,163168
HR 2732,,108.5646,-9.9475,,5.90,,STAR K3III,1.52,,1.72,,55832,2732,,,,134395
HR 2301,,95.9000,-9.8744,,6.19,,STAR K5,1.84,,2.05,,44816,2301,,,,133203
HR 1091,,53.6558,-9.8686,,6.25,,STAR A2V,0.02,,,,22243,1091,,,,149047
HR 7845,,308.0988,-9.8533,,5.65,,STAR G2IV,0.69,,0.21,,195564,7845,,0.0330,,163665
HR 4233,,162.4312,-9.8528,,5.86,,STAR,1.07,,0.91,,93833,4233,,,,137815
HR 317,28    Cet,16.5212,-9.8394,,5.58,,STAR A1V,0.01,,,,6530,317,,,,147606
HR 3724,,140.7121,-9.8389,,6.53,,STAR A5,0.22,,0.11,,81009,3724,,,,136799
HR 4468,21The Crt,174.1704,-9.8022,,4.70,,STAR B9V,-0.08,,-0.18,,100889,4468,,,,138296
HR 329,30    Cet,16.9425,-9.7856,,5.82,,STAR F7IV,0.43,,0.02,,6706,329,,,,147622
HR 895,,44.6975,-9.7764,,6.14,,STAR A2,0.22,,0.13,,18557,895,,,,130216
HR 7094,,282.7437,-9.7742,,5.83,,STAR F2I,0.61,,0.35,,174464,7094,,,,142692
HR 6698,64Nu  Oph,269.7567,-9.7736,,3.34,,STAR K0III,0.99,,0.88,,163917,6698,,0.0210,,142004
HR 1136,23Del Eri,55.8121,-9.7633,,3.54,,STAR K0IV,0.92,,0.69,,23249,1136,,0.1090,,130686
HR 6843,,274.3508,-9.7586,,6.31,,STAR A8V,0.38,,0.27,,167833,6843,,,,142192
HR 1225,,59.1579,-9.7508,,6.19,,STAR F1V,0.28,,0.14,,24832,1225,,,,130833
HR 8195,19    Aqr,321.3046,-9.7486,,5.70,,STAR F0IV,0.20,,,,203875,8195,,0.0070,,145382
HR 3342,,127.2121,-9.7483,,6.00,,STAR F2III,0.42,,0.20,,71766,3342,,,,135965
HR 1460,,68.8083,-9.7367,,6.37,,STAR A1,0.11,,0.10,,29173,1460,,,,131335
HR 5178,,206.8062,-9.7092,,6.05,W,STAR K5III,1.42,,1.66,,120033,5178,,,,139544
HR 1942,,84.8783,-9.7067,,6.50,,STAR B7V,-0.10,,-0.48,,37635,1942,,,,132425
HR 8015,7    Aqr,314.2250,-9.6975,,5.51,,STAR,1.47,,1.71,,199345,8015,,,,144968
HR 2004,53Kap Ori,86.9392,-9.6697,,2.06,,STAR B0I,-0.17,,-1.03,,38771,2004,,0.0150,,132542
HR 7788,,305.7533,-9.6547,,6.30,,STAR G5III,0.91,,0.58,,193896,7788,,,,144361
HR 8865,95Psi3Aqr,349.7404,-9.6108,,4.98,,STAR A0V,-0.02,,-0.02,,219832,8865,,0.0120,,146635
HR 7110,,283.2579,-9.5761,,6.34,S,STAR A7V,0.20,,0.11,,174866,7110,,,,142741
HR 2108,2    Mon,89.7679,-9.5583,,5.03,,STAR A6III,0.19,,0.16,,40536,2108,,0.0100,,132715
HR 3709,27    Hya,140.1208,-9.5558,,4.80,,STAR G8III,0.93,,0.67,,80586,3709,,0.0220,,136768
HR 6189,,249.9129,-9.5544,,6.35,,STAR F3V,0.48,,-0.07,,150177,6189,,,,141298
HR 2970,26Alp Mon,115.3117,-9.5511,,3.93,,STAR K0III,1.02,,0.88,,61935,2970,,0.0240,,134986
HR 4902,40Psi Vir,193.5883,-9.5389,,4.79,D,STAR M3III,1.60,,1.53,,112142,4902,,0.0210,,139033
HR 4959,,197.3100,-9.5383,,6.32,,STAR K0,1.02,,0.79,,114203,4959,,,,139183
HR 7950,2Eps Aqr,311.9192,-9.4958,,3.77,,STAR A1V,0.00,,0.02,,198001,7950,,0.0210,,144810
HR 658,,33.8679,-9.4656,,6.55,,STAR A0V,-0.02,,-0.07,,13936,658,,,,129781
HR 1084,18Eps Eri,53.2325,-9.4583,,3.73,A,STAR K2V,0.88,,0.59,,22049,1084,,0.3030,,130564
HR 784,,40.0513,-9.4531,,5.78,,STAR F6V,0.52,,0.00,,16673,784,,,,130047
HR 4781,21    Vir,188.4450,-9.4519,,5.48,,STAR A0V,-0.03,,-0.10,,109309,4781,,0.0190,,138845
HR 859,,43.2104,-9.4411,,6.32,,STAR A7IV,0.19,,0.12,,17943,859,,,,130160
HR 3832,34    Hya,144.4646,-9.4244,,6.40,,STAR A1V,-0.04,,-0.09,,83373,3832,,,,137011
HR 466,,24.4071,-9.4039,,6.24,W,STAR F7V,0.53,,0.00,,10009,466,,0.0240,,129412
HR 2267,,94.7108,-9.3903,,5.36,,STAR K1III,1.24,,1.32,,43993,2267,,,,133091
HR 5685,27Bet Lib,229.2517,-9.3831,,2.61,,STAR B8V,-0.11,,-0.36,,135742,5685,,-0.0030,,140430
HR 2107,1    Mon,89.7542,-9.3822,,6.12,,STAR F2IV,0.29,,0.10,,40535,2107,,,,132714
HR 8096,,317.6954,-9.3539,,6.27,,STAR K0III,1.16,,1.21,,201567,8096,,,,145171
HR 8175,17    Aqr,320.7346,-9.3194,,5.99,,STAR M0III,1.54,,1.89,,203525,8175,,,,145351
HR 5290,95    Vir,211.6783,-9.3133,,5.46,,STAR F2IV,0.34,,0.08,,123255,5290,,,,139736
HR 8318,47    Cap,326.5679,-9.2758,,6.00,,STAR M3III,1.66,,1.87,,207005,8318,,,E,145648
HR 8921,,352.2525,-9.2661,,6.18,,STAR K0,1.44,,1.70,,221081,8921,,,,146729
HR 3174,,121.6146,-9.2450,,6.23,,STAR B9V,-0.07,,-0.12,,67159,3174,,,,135505
HR 3744,29    Hya,141.8108,-9.2236,,6.54,,STAR A2V,0.05,,0.02,,81728,3744,,,,136861
HR 2627,,105.1637,-9.2031,,6.49,,STAR B1I,0.21,,-0.75,,52382,2627,,,,134041
HR 3047,,117.5442,-9.1833,,5.61,,STAR K3III,1.44,,1.56,,63752,3047,,,,135158
HR 5780,,233.6108,-9.1833,,5.17,,STAR B6IV,-0.09,,-0.45,,138764,5780,,,,140614
HR 8858,93Psi2Aqr,349.4758,-9.1825,,4.39,D,STAR B5V,-0.15,,-0.56,,219688,8858,,,,146620
HR 2469,,100.4850,-9.1672,,5.19,,STAR M0III,1.53,,1.89,,48217,2469,,0.0310,E,133585
HR 988,14    Eri,49.1488,-9.1544,,6.14,,STAR F1V,0.40,,-0.04,,20395,988,,,,130395
HR 8841,91Psi1Aqr,348.9729,-9.0878,,4.21,,STAR K0III,1.11,,0.99,,219449,8841,,0.0490,,146598
HR 8311,46    Cap,326.2513,-9.0825,,5.09,,STAR G8II,1.11,,0.95,,206834,8311,,0.0020,,145637
HR 4060,,154.9975,-9.0589,,6.32,,STAR F1IV,0.33,,0.03,,89565,4060,,,,137495
HR 7020,Del Sct,280.5683,-9.0525,,4.72,,STAR F2III,0.35,,0.14,,172748,7020,,0.0250,,142515
HR 3437,,130.2567,-9.0519,,6.63,,STAR A1V,-0.02,,0.02,,73997,3437,,,,136176
HR 2039,,88.0317,-9.0414,,5.97,,STAR A2V,0.10,,0.08,,39421,2039,,,,132603
HR 8500,,334.2192,-9.0400,,5.79,,STAR,1.16,,1.14,,211392,8500,,,,145992
HR 2237,,93.8583,-9.0353,,6.10,,STAR B9III,-0.08,,-0.31,,43362,2237,,-0.0030,,133029
HR 444,,23.2646,-9.0147,,6.59,,STAR A0III,-0.04,,-0.10,,9484,444,,,,129363
HR 2508,,101.9046,-8.9983,,5.07,,STAR M1I,1.80,,1.88,,49331,2508,,0.0020,,133679
HR 9040,,358.2104,-8.9967,,5.75,,STAR K0III,1.17,,1.15,,223807,9040,,,,146953
HR 4957,,197.1354,-8.9844,,5.55,D,STAR K3III,1.18,,1.18,,114113,4957,,,,139175
HR 7990,6Mu  Aqr,313.1633,-8.9833,,4.73,S,STAR A3,0.32,,0.11,,198743,7990,,0.0190,,144895
HR 2806,,110.5083,-8.9792,,6.43,,STAR O9V,-0.19,,-1.04,,57682,2806,,,,134580
HR 1452,,68.5488,-8.9703,,5.26,,STAR K4III,1.47,,1.73,,29065,1452,,0.0100,,131316
HR 6884,Zet Sct,275.9146,-8.9342,,4.68,,STAR G9III,0.95,,0.72,,169156,6884,,0.0150,,142267
HR 346,32    Cet,17.5500,-8.9061,,6.40,,STAR K0III,1.04,,0.87,,6976,346,,,,129154
HR 874,3Eta Eri,44.1071,-8.8981,,3.89,,STAR K1III,1.11,,1.00,,18322,874,,0.0330,,130197
HR 4237,41    Sex,162.5754,-8.8978,,5.79,,STAR A3,0.16,,0.13,,93903,4237,,,,137823
HR 2883,,113.0242,-8.8808,,5.90,,STAR F5V,0.54,,-0.08,,59984,2883,,,,134806
HR 2798,,110.3204,-8.8783,,6.55,,STAR F5,0.54,,0.04,,57517,2798,,,,134563
HR 1272,,61.4854,-8.8561,,6.26,,STAR A3V,0.06,,0.09,,25910,1272,,,,130948
HR 7709,,302.7921,-8.8422,,6.49,,STAR B1V,-0.15,,-0.92,,191639,7709,,,,144144
HR 16,,2.0725,-8.8239,,5.99,,STAR,1.04,,0.83,,360,16,,,,128604
HR 74,8Iot Cet,4.8571,-8.8239,,3.56,W,STAR K1III,1.22,,1.25,,1522,74,,0.0130,,128694
HR 984,13Zet Eri,48.9583,-8.8197,,4.80,,STAR A5,0.23,,0.09,,20320,984,,0.0250,,130387
HR 1293,,62.6987,-8.8197,,5.70,,STAR,1.06,,0.93,,26464,1293,,,,131005
HR 3338,,127.0821,-8.8161,,6.43,,STAR K0,1.20,,1.23,,71665,3338,,,,135956
HR 1506,55    Eri,70.8962,-8.7961,,6.70,,STAR G8III,0.92,,0.59,,30021,1506,D,0.0080,,131443
HR 5815,,234.6667,-8.7944,,6.50,,STAR F6IV,0.53,,-0.02,,139460,5815,D,0.0110,,140671
HR 1505,55    Eri,70.8942,-8.7936,,6.82,,STAR F4III,0.39,,0.14,,30020,1505,D,0.0080,,131442
HR 5816,,234.6671,-8.7911,,6.48,,STAR F6V,0.52,,-0.02,,139461,5816,D,0.0110,,140672
HR 3641,20    Hya,137.3979,-8.7878,,5.46,,STAR G8II,1.01,,0.78,,78732,3641,,,,136622
HR 1679,69Lam Eri,77.2867,-8.7542,,4.27,,STAR B2IV,-0.19,,-0.90,,33328,1679,,-0.0030,,131824
HR 3683,24    Hya,139.1721,-8.7447,,5.47,,STAR B9III,-0.09,,-0.30,,79931,3683,,,,136728
HR 255,21    Cet,13.5733,-8.7408,,6.16,,STAR G5IV,0.92,,0.54,,5268,255,,,,129019
HR 5150,82    Vir,205.4033,-8.7031,,5.01,,STAR M1III,1.63,,1.95,,119149,5150,,0.0130,,139490
HR 1671,,77.0842,-8.6650,,5.78,,STAR B8V,-0.06,,-0.37,,33224,1671,,,,131806
HR 3748,30Alp Hya,141.8967,-8.6586,,1.98,W,STAR K3II,1.44,,1.72,,81797,3748,,0.0220,,136871
HR 3630,19    Hya,137.1758,-8.5894,,5.60,W,STAR B9III,-0.06,,-0.19,,78556,3630,,,,136604
HR 2270,,94.7829,-8.5864,,6.22,,STAR B9V,-0.04,,-0.14,,44037,2270,,,,133098
HR 7584,56    Aql,298.5342,-8.5742,,5.79,W,STAR,1.64,,2.00,,188154,7584,,,,143894
HR 6033,16    Sco,243.0304,-8.5475,,5.43,,STAR A4V,0.12,,0.13,,145607,6033,,-0.0090,,141024
HR 587,,30.1121,-8.5236,,5.51,W,STAR M3III,1.52,,1.34,,12292,587,,,,129624
HR 5586,19Del Lib,225.2433,-8.5189,,4.92,W,STAR B9V,0.00,,-0.10,,132742,5586,,0.0200,,140270
HR 3801,,143.2587,-8.5053,,6.12,,STAR K0,0.98,,0.71,,82638,3801,,,,136945
HR 1508,56    Eri,71.0221,-8.5036,,5.90,,STAR B2V,-0.11,,-0.81,,30076,1508,,,,131451
HR 3996,18    Sex,152.7325,-8.4183,,5.65,,STAR K2III,1.30,,1.42,,88333,3996,,,,137395
HR 1778,,80.8271,-8.4158,,5.90,,STAR B8III,-0.03,,-0.36,,35281,1778,D,0.0130,,132053
HR 5959,50    Lib,240.1983,-8.4114,,5.55,,STAR A0V,0.05,,-0.05,,143459,5959,,,,140897
HR 3989,17    Sex,152.5312,-8.4083,,5.91,,STAR A1V,0.02,,-0.05,,88195,3989,,,,137385
HR 2624,,105.0987,-8.4069,,5.96,W,STAR B9III,-0.08,,-0.34,,52312,2624,,,,134036
HR 6129,3Ups Oph,246.9504,-8.3717,,4.63,W,STAR A3,0.17,,0.08,,148367,6129,,0.0280,,141187
HR 6060,18    Sco,243.9054,-8.3694,,5.50,W,STAR G2V,0.65,,0.17,,146233,6060,,0.0620,,141066
HR 6755,,271.5308,-8.3239,,5.85,,STAR B8III,0.21,,-0.20,,165402,6755,,,,142083
HR 8645,,340.7646,-8.3117,,6.45,,STAR A5V,0.17,,0.12,,215114,8645,D,0.0040,,146271
HR 2920,,114.0692,-8.3114,,6.27,,STAR K2,1.54,,1.89,,60853,2920,,,,134883
HR 7032,Eps Sct,280.8804,-8.2753,,4.90,,STAR G8II,1.12,,0.87,,173009,7032,,0.0160,,142546
HR 6973,Alp Sct,278.8017,-8.2442,,3.85,,STAR K3III,1.33,,1.54,,171443,6973,,0.0160,,142408
HR 7594,57    Aql,298.6588,-8.2372,,6.49,,STAR B8V,-0.04,,-0.26,,188294,7594,,0.0100,,143899
HR 1451,47    Eri,68.5483,-8.2314,,5.11,,STAR M3III,1.70,,2.02,,29064,1451,,0.0060,E,131315
HR 7593,57    Aql,298.6567,-8.2272,,5.71,,STAR B7V,-0.08,,-0.48,,188293,7593,,0.0100,,143898
HR 6504,,262.0096,-8.2083,,6.37,,STAR F5IV,0.58,,0.16,,158170,6504,,,,141679
HR 1713,19Bet Ori,78.6346,-8.2017,,0.12,,STAR B8I,-0.03,,-0.66,,34085,1713,,0.0130,,131907
HR 7347,,290.5862,-8.2011,,6.31,,STAR B3IV,-0.10,,-0.40,,181858,7347,,,,143321
HR 2958,,115.1479,-8.1858,,6.01,,STAR A3IV,0.15,,0.11,,61749,2958,,,,134969
HR 402,45The Cet,21.0058,-8.1833,,3.60,,STAR K0III,1.06,,0.93,,8512,402,,0.0410,,129274
HR 6734,69Tau Oph,270.7704,-8.1806,,5.24,,STAR F2V,0.38,,0.04,,164765,6734,,0.0580,,142050
HR 6733,69Tau Oph,270.7708,-8.1803,,5.94,,STAR F5V,,,,,164764,6733,,0.0580,,142050
HR 2599,,104.2504,-8.1789,,6.34,,STAR K0II,0.64,,0.26,,51424,2599,,,,133937
HR 2381,,97.9587,-8.1581,,5.43,,STAR,1.38,,1.52,,46229,2381,,,,133369
HR 1704,,78.3887,-8.1478,,6.37,,STAR B5V,-0.13,,-0.54,,33948,1704,,,,131887
HR 6137,,247.2038,-8.1289,,6.48,,STAR F2V,0.40,,0.02,,148515,6137,,,,141195
HR 6567,57Mu  Oph,264.4612,-8.1189,,4.62,,STAR B8II,0.11,,-0.20,,159975,6567,,,,141772
HR 3909,8Gam Sex,148.1267,-8.1050,,5.05,,STAR A1V,0.04,,0.06,,85558,3909,,0.0130,,137199
HR 4042,22Eps Sex,154.4075,-8.0689,,5.24,,STAR F2III,0.31,,0.13,,89254,4042,,0.0280,,137469
HR 5233,,208.7425,-8.0589,,6.19,,STAR F8V,0.53,,0.01,,121325,5233,,0.0200,,139618
HR 72,,4.6742,-8.0528,,6.46,,STAR G0V,0.68,,0.29,,1461,72,,0.0530,,128690
HR 2534,,102.6762,-8.0411,,6.29,,STAR A2,0.00,,0.02,,49976,2534,,,,133761
HR 401,44    Cet,21.0104,-8.0075,,6.21,W,STAR F0V,0.23,,0.09,,8511,401,,,,129275
HR 4813,26Chi Vir,189.8117,-7.9956,,4.66,W,STAR K2III,1.23,,1.39,,110014,4813,,0.0200,,138892
HR 3398,3    Hya,128.8675,-7.9822,,5.72,,STAR A1,-0.03,,-0.01,,72968,3398,,,,136076
HR 3553,17    Hya,133.8733,-7.9711,H,6.67,,STAR A2,0.22,,0.13,,76370,3553,D,0.0040,,136409
HR 3552,17    Hya,133.8729,-7.9703,H,6.91,,STAR A7,,,,,76369,3552,D,0.0040,,136408
HR 7279,20    Aql,288.1696,-7.9394,,5.34,,STAR B3V,0.13,,-0.44,,179406,7279,,,,143134
HR 366,37    Cet,18.6000,-7.9231,,5.13,,STAR F5V,0.46,,-0.05,,7439,366,,0.0560,,129193
HR 7089,,282.5833,-7.9075,,6.80,,STAR,3.09,,4.04,,174325,7089,,,,142674
HR 8612,,339.5925,-7.8978,,6.23,,STAR G0III,0.78,,0.49,,214448,8612,,,,146216
HR 2321,,96.4950,-7.8942,,6.40,,STAR A4V,0.14,,0.12,,45239,2321,,,,133246
HR 752,77    Cet,38.6779,-7.8594,,5.75,W,STAR,1.40,,1.65,,16074,752,,,,129984
HR 8264,23Xi  Aqr,324.4379,-7.8542,,4.69,S,STAR A7V,0.17,,0.13,,205767,8264,,0.0120,,145537
