star_name,star_constellation,star_other_name
HD 144218,Scorpius,"β²-Sco, 8-Sco, HR 5985, NSV 7424, HIP 78821, TYC 6208-1622-1"
HD 156633,Hercules,"u Her, u-Her, 68-Her, HR 6431, HIP 84573, TYC 2596-1318-1, Gaia EDR3- 1334035606852913536"
HD 215104,Grus,"ρ-Gru, HR 8644, HIP 112203, TYC 8007-205-1, Gaia EDR3- 6544701440869855744"
HD 13520,Andromeda,"b-And, 60-And, HR 643, NSV 746, HIP 10340, TYC 2842-2371-1, Gaia EDR3- 351761949008224512"
HD 12055,Phoenix,"HR 574, HIP 9095, TYC 8041-1200-1"
HD 149161,Hercules,"h-Her, 29-Her, HR 6159, NSV 7812, HIP 81008, TYC 968-1712-1, Gaia EDR3- 4459409469075689216"
HD 95345,Leo,"d-Leo, 58-Leo, HR 4291, HIP 53807, TYC 265-1270-1, Gaia EDR3- 3814913686020080384"
HD 151613,Draco,"HR 6237, HIP 82020, TYC 3882-2597-1"
HD 102124,Virgo,"ξ-Vir, 2-Vir, HR 4515, HIP 57328, TYC 864-1209-1, Gaia EDR3- 3911736954840855168"
HD 9138,Pisces,"μ-Psc, 98-Psc, HR 434, HIP 7007, TYC 34-1287-1, Gaia EDR3- 2565225915399877760"
HD 125560,Bootes,"20-Boo, HR 5370, NSV 6631, HIP 70027, TYC 1469-1455-1, Gaia EDR3- 1232381564974461184"
HD 151101,Draco,"g-Dra, 18-Dra, HR 6223, HIP 81660, TYC 4193-2534-1, Gaia EDR3- 1635100685313855488"
HD 126868,Virgo,"φ-Vir, 105-Vir, HR 5409, NSV 6675, HIP 70755, TYC 4977-1458-1, Gaia EDR3- 3649422995468596480"
HD 93607,Carina,"HR 4222, HIP 52736, TYC 8965-1764-1, Gaia EDR3- 5239835710037143296"
HD 200499,Capricornus,"η-Cap, 22-Cap, HR 8060, HIP 104019, TYC 6354-1492-1"
HD 218376,Cassiopeia,"1-Cas, HR 8797, HIP 114104, TYC 3997-2306-1, Gaia EDR3- 2013382713057701248"
HD 20630,Cetus,"κ-Cet, 96-Cet, HR 996, NSV 1100, HIP 15457, TYC 59-1947-1, Gaia EDR3- 3269362645115584640"
HD 114613,Centaurus,"HR 4979, HIP 64408, TYC 7774-1925-1, Gaia EDR3- 6141742283401003264"
HD 215369,Grus,"η-Gru, HR 8655, HIP 112374, TYC 8823-1609-1, Gaia EDR3- 6507189711903745920"
HD 73389,Carina,"e²-Car, HR 3414, HIP 42134, TYC 8576-2426-1"
HD 189005,Sagittarius,"A-Sgr, 60-Sgr, HR 7618, HIP 98353, TYC 6896-2102-1, Gaia EDR3- 6754254613232981632"
HD 35439,Orion,"V1086 Ori, ψ¹-Ori, 25-Ori, HR 1789, HIP 25302, TYC 101-2568-1, Gaia EDR3- 3222282691086558464"
HD 163145,Scorpius,"HR 6675, HIP 87846, TYC 7898-2022-1, Gaia EDR3- 5956089985601040512"
HD 147677,Corona Borealis,"ξ-CrB, 19-CrB, HR 6103, HIP 80181, TYC 2580-2438-1, Gaia EDR3- 1319135746826326016"
HD 135291,Circinus,"ε-Cir, HR 5666, HIP 74837, TYC 9025-910-1, Gaia EDR3- 5873439421661664128"
HD 174974,Sagittarius,"ν¹-Sgr, 32-Sgr, HR 7116, HIP 92761, TYC 6860-863-1, Gaia EDR3- 4075705783885296640"
HD 198478,Cygnus,"V1661 Cyg, 55-Cyg, HR 7977, HIP 102724, TYC 3575-6709-1, Gaia EDR3- 2166348110749083520"
HD 195961,Pavo,"ρ-Pav, HR 7859, HIP 101773, TYC 9100-1263-1, Gaia EDR3- 6454059557705095936"
HD 35708,Taurus,"o-Tau, 114-Tau, HR 1810, HIP 25539, TYC 1308-2240-1, Gaia EDR3- 3403954378869634304"
HD 39764,Columba,"λ-Col, HR 2056, HIP 27810, TYC 7066-2023-1, Gaia EDR3- 2890256052382220928"
HD 59612,Puppis,"HR 2874, HIP 36431, TYC 6538-3324-1, Gaia EDR3- 5618683092877834368"
HD 159560,Draco,"ν²-Dra, 25-Dra, HR 6555, NSV 9164, HIP 85829, TYC 3892-1621-1, Gaia EDR3- 1420972548150735744"
HD 91190,Draco,"HR 4126, HIP 51808, TYC 4542-2796-1, Gaia EDR3- 1126897477422999936"
HD 70930,Vela,"B-Vel, HR 3294, HIP 41039, TYC 8153-4761-1, Gaia EDR3- 5515197573870886784"
HD 115211,Musca,"HR 5002, NSV 6164, HIP 64820, TYC 9002-2135-1, Gaia EDR3- 5857626314171591808"
HD 209747,Pegasus,"ν-Peg, 22-Peg, HR 8413, NSV 14020, HIP 109068, TYC 564-2591-1, Gaia EDR3- 2696225097987563136"
HD 168656,Ophiuchus,"74-Oph, HR 6866, HIP 89918, TYC 436-3545-1, Gaia EDR3- 4278174940241609216"
HD 15130,Cetus,"ρ-Cet, 72-Cet, HR 708, HIP 11345, TYC 5284-2546-1, Gaia EDR3- 5147600840643195520"
HD 175813,Corona Australis,"ε-CrA, HR 7152, HIP 93174, TYC 7421-2296-1, Gaia EDR3- 6730853810342681472"
HD 154090,Scorpius,"k-Sco, HR 6334, HIP 83574, TYC 7368-1546-1, Gaia EDR3- 5978207447948294016"
HD 20150,Aries,"ζ-Ari, 58-Ari, HR 972, HIP 15110, TYC 1244-1190-1, Gaia EDR3- 60494103263991168"
HD 129312,Bootes,"31-Boo, HR 5480, NSV 6769, HIP 71832, TYC 911-1708-1, Gaia EDR3- 1172801946147903744"
HD 179950,Sagittarius,"ψ-Sgr, 42-Sgr, HR 7292, HIP 94643, TYC 6879-2498-1"
HD 110411,Virgo,"ρ-Vir, 30-Vir, HR 4828, HIP 61960, TYC 878-1102-1, Gaia EDR3- 3903402278745164672"
HD 98230,Ursa Major,"ξ-UMa, 53-UMa, HR 4374, NSV 5165"
HD 160915,Ophiuchus,"58-Oph, HR 6595, HIP 86736, TYC 6260-2072-1, Gaia EDR3- 4117290138348536064"
HD 76483,Pyxis,"δ-Pyx, HR 3556, HIP 43825, TYC 6580-2780-1"
HD 143699,Lupus,"HR 5967, HIP 78655, TYC 7851-1815-1, Gaia EDR3- 5997906921059778688"
HD 38899,Taurus,"134-Tau, HR 2010, HIP 27511, TYC 723-1241-1, Gaia EDR3- 3346230980484591360"
HD 169420,Sagittarius,"21-Sgr, HR 6896, HIP 90289, TYC 6274-1663-1, Gaia EDR3- 4091210409716888704"
HD 56022,Puppis,"OU Pup, L¹-Pup, HR 2746, HIP 34899, TYC 8119-1757-1, Gaia EDR3- 5511635499783885440"
HD 74137,Hydra,"9-Hya, HR 3441, HIP 42662, TYC 6012-1921-1, Gaia EDR3- 5710178952977568000"
HD 13974,Triangulum,"δ-Tri, 8-Tri, HR 660, HIP 10644, TYC 2318-1874-1, Gaia EDR3- 326173044957518080"
HD 8207,Andromeda,"Adhil, ξ-And, 46-And, HR 390, HIP 6411, TYC 3265-2400-1, Gaia EDR3- 398030875774246656"
HD 205512,Cygnus,"72-Cyg, HR 8255, HIP 106551, TYC 3183-3283-1, Gaia EDR3- 1953794542947272192"
HD 187811,Vulpecula,"12-Vul, HR 7565, HIP 97679, TYC 2140-3054-1, Gaia EDR3- 1827977186901985024"
HD 154494,Hercules,"60-Her, HR 6355, HIP 83613, TYC 984-2436-1, Gaia EDR3- 4544196074866779904"
HD 85859,Hydra,"HR 3919, HIP 48559, TYC 6607-1795-1"
HD 219916,Cepheus,"O-Cep, 34-Cep, HR 8872, NSV 14495, HIP 115088, TYC 4478-1361-1, Gaia EDR3- 2213911506286166400"
HD 16161,Cetus,"ν-Cet, 78-Cet, HR 754, HIP 12093, TYC 52-1681-1, Gaia EDR3- 18118925129052544"
HD 62721,Gemini,"g-Gem, 81-Gem, HR 3003, HIP 37908, TYC 1366-2455-1"
HD 186648,Sagittarius,"f-Sgr, 56-Sgr, HR 7515, HIP 97290, TYC 6320-2845-1, Gaia EDR3- 6868679345227206784"
HD 223165,Cassiopeia,"τ-Cas, 5-Cas, HR 9008, NSV 14707, HIP 117301, TYC 4013-1825-1, Gaia EDR3- 1999333119114597632"
HD 73898,Pyxis,"ζ-Pyx, HR 3433, NSV 4186, HIP 42483, TYC 6583-2588-1, Gaia EDR3- 5642296582557070080"
HD 38751,Taurus,"132-Tau, HR 2002, NSV 2650, HIP 27468, TYC 1866-2598-1"
HD 30504,Perseus,"1-Aur, HR 1533, HIP 22453, TYC 2399-1844-1, Gaia EDR3- 198558953732674816"
HD 32309,Lepus,"HR 1621, HIP 23362, TYC 5908-1410-1, Gaia EDR3- 2975145496872778496"
HD 20610,Eridanus,"15-Eri, HR 994, HIP 15382, TYC 6439-1171-1, Gaia EDR3- 5099265828450228864"
HD 77002,Carina,"V376 Car, b¹-Car, HR 3582, HIP 43937, TYC 8594-3179-1, Gaia EDR3- 5303286052150068352"
HD 180540,Sagittarius,"d-Sgr, 43-Sgr, HR 7304, HIP 94820, TYC 6304-334-1, Gaia EDR3- 4084276442652198400"
HD 184127,Telescopium,"ι-Tel, HR 7424, HIP 96341, TYC 8393-1808-1, Gaia EDR3- 6659466780952274304"
HD 129174,Bootes,"π¹-Boo, 29-Boo, HR 5475, NSV 6762, HIP 71762, TYC 1477-1336-1, Gaia EDR3- 1234645287617291520"
HD 163376,Scorpius,"HR 6682, HIP 87936, TYC 7894-3355-1, Gaia EDR3- 5956774809575176960"
HD 61110,Gemini,"O-Gem, 71-Gem, HR 2930, HIP 37265, TYC 2462-2103-1, Gaia EDR3- 894363992351617920"
HD 92036,Hydra,"HR 4162, HIP 51979, TYC 6641-1479-1, Gaia EDR3- 5468147822041930240"
HD 2429,Sculptor,"η-Scl, HR 105, HIP 2210, TYC 6994-1104-1, Gaia EDR3- 2315550051916217856"
HD 159541,Draco,"ν¹-Dra, 24-Dra, HR 6554, NSV 9163, HIP 85819, TYC 3892-1620-1, Gaia EDR3- 1420972823029057408"
HD 214680,Lacerta,"10-Lac, HR 8622, HIP 111841, TYC 3201-94-1, Gaia EDR3- 1908095850396090880"
HD 221253,Cassiopeia,"AR Cas, AR-Cas, HR 8926, HIP 115990, TYC 4011-1296-1, Gaia EDR3- 2011150635728091648"
HD 153597,Draco,"h-Dra, 19-Dra, HR 6315, NSV 8078, HIP 82860, TYC 4197-2429-1, Gaia EDR3- 1635375460142367104"
HD 111597,Centaurus,"p-Cen, HR 4874, HIP 62683, TYC 7256-1650-1"
HD 50973,Lynx,"16-Lyn, HR 2585, NSV 3293, HIP 33485, TYC 3391-2640-1, Gaia EDR3- 953838195501646848"
HD 224533,Pisces,"27-Psc, HR 9067, NSV 14785, HIP 118209, TYC 5256-1131-1"
HD 186675,Cygnus,"15-Cyg, HR 7517, HIP 97118, TYC 2668-995-1, Gaia EDR3- 2048824680109512320"
HD 102365,Centaurus,"HR 4523, HIP 57443, TYC 7745-1381-1, Gaia EDR3- 5381537023379295232"
HD 123998,Apus,"η-Aps, HR 5303, HIP 69896, TYC 9439-1501-1, Gaia EDR3- 5772879737424829184"
HD 173009,Scutum,"ε-Sct, HR 7032, HIP 91845, TYC 5692-2504-1, Gaia EDR3- 4251743058774556288"
HD 198232,Microscopium,"α-Mic, HR 7965, NSV 13329, HIP 102831, TYC 7465-1445-1"
HD 198048,Indus,"ζ-Ind, HR 7952, HIP 102790, TYC 8408-532-1, Gaia EDR3- 6482637342379564416"
HD 112989,Coma Berenices,"37-Com, HR 4924, HIP 63462, TYC 2532-2226-1"
HD 91324,Vela,"Y-Vel, HR 4134, HIP 51523, TYC 8601-4516-1, Gaia EDR3- 5357075947709011456"
HD 150450,Hercules,"42-Her, HR 6200, NSV 7896, HIP 81497, TYC 3502-2258-1, Gaia EDR3- 1410669883680112128"
HD 54716,Auriga,"63-Aur, HR 2696, HIP 34752, TYC 2944-1954-1, Gaia EDR3- 946818432234294016"
HD 196321,Aquila,"70-Aql, HR 7873, HIP 101692, TYC 5180-338-1, Gaia EDR3- 4225681162758186240"
HD 216735,Pegasus,"ρ-Peg, 50-Peg, HR 8717, HIP 113186, TYC 1153-1559-1, Gaia EDR3- 2713130535941345792"
HD 16739,Perseus,"12-Per, HR 788, NSV 896, HIP 12623, TYC 2849-2054-1, Gaia EDR3- 335144892337326336"
HD 11930,Cetus,"56-Cet, HR 565, HIP 9061, TYC 6429-656-1, Gaia EDR3- 5134765416778736512"
HD 26846,Eridanus,"A-Eri, 39-Eri, HR 1318, HIP 19777, TYC 5315-2290-1, Gaia EDR3- 3191969567826137600"
HD 693,Cetus,"6-Cet, HR 33, HIP 910, TYC 5839-1081-1, Gaia EDR3- 2416611663182821120"
HD 28749,Eridanus,"45-Eri, HR 1437, HIP 21139, TYC 4734-1338-1, Gaia EDR3- 3230572046686872192"
HD 149038,Norma,"μ-Nor, HR 6155, HIP 81122, TYC 7866-3007-1, Gaia EDR3- 5944296074139193984"
HD 195135,Aquila,"69-Aql, HR 7831, HIP 101101, TYC 5167-2593-1, Gaia EDR3- 4225598836822831360"
HD 37984,Orion,"b-Ori, 51-Ori, HR 1963, HIP 26885, TYC 115-2299-1, Gaia EDR3- 3222908175762554496"
HD 110335,Crux,"39-Cru, HR 4823, NSV 5858, HIP 61966, TYC 8659-3106-1, Gaia EDR3- 6059642884074103936"
HD 147584,Triangulum Australe,"ζ-TrA, HR 6098, HIP 80686, TYC 9278-2951-1, Gaia EDR3- 5808612830236138368"
HD 148783,Hercules,"g Her, g-Her, 30-Her, HR 6146, HIP 80704, TYC 3066-2214-1, Gaia EDR3- 1381119031215320576"
HD 175639,Serpens Cauda,"θ²-Ser, 63-Ser, HR 7142, HIP 92951, TYC 457-688-1, Gaia EDR3- 4281199318773462016"
HD 4636,Cassiopeia,"ν-Cas, 25-Cas, HR 223, NSV 302, HIP 3801, TYC 3274-2090-1"
HD 114837,Centaurus,"HR 4989, HIP 64583, TYC 8661-2282-1, Gaia EDR3- 6062166950467100032"
HD 118623,Canes Venatici,"25-CVn, HR 5127, HIP 66458, TYC 2543-1189-1, Gaia EDR3- 1472012663889392128"
HD 92214,Hydra,"φ-Hya, HR 4171, HIP 52085, TYC 6066-1101-1"
HD 118022,Virgo,"CW Vir, o-Vir, 78-Vir, HR 5105, HIP 66200, TYC 310-1430-1, Gaia EDR3- 3712858597278688000"
HD 104174,Chamaeleon,"ε-Cha, HR 4583, HIP 58484, TYC 9415-3217-1, Gaia EDR3- 5224176190526809728"
HD 170465,Telescopium,"δ¹-Tel, HR 6934, HIP 90830, TYC 8359-3649-1, Gaia EDR3- 6708611446026198528"
HD 8705,Cetus,"46-Cet, HR 412, HIP 6670, TYC 5276-2116-1"
HD 220825,Pisces,"κ-Psc, 8-Psc, HR 8911, HIP 115738, TYC 578-1415-1, Gaia EDR3- 2645537646306946688"
HD 191610,Cygnus,"V1624 Cyg, b²-Cyg, 28-Cyg, HR 7708, HIP 99303, TYC 2683-3961-1, Gaia EDR3- 2059262344012317312"
HD 55966,Camelopardalis,"VZ Cam, VZ-Cam, HR 2742, HIP 36547, TYC 4539-1189-1, Gaia EDR3- 1148730170578687744"
HD 37756,Orion,"HR 1952, NSV 2556, HIP 26736, TYC 4767-1404-1, Gaia EDR3- 3217460301806796032"
HD 175535,Draco,"HR 7137, HIP 92689, TYC 3552-2018-1"
HD 79917,Vela,"l-Vel, HR 3682, HIP 45439, TYC 7678-4341-1, Gaia EDR3- 5430559333427264640"
HD 96202,Hydra,"χ¹-Hya, HR 4314, HIP 54204, TYC 6644-1331-1"
HD 44131,Orion,"HR 2275, NSV 2918, HIP 30093, TYC 4788-3059-1"
HD 54810,Monoceros,"20-Mon, HR 2701, HIP 34622, TYC 4823-4552-1, Gaia EDR3- 3059491988786433536"
HD 92055,Hydra,"U Hya, U-Hya, HR 4163, HIP 52009, TYC 5498-264-1"
HD 197752,Vulpecula,"30-Vul, HR 7939, HIP 102388, TYC 2174-2867-1"
HD 27045,Taurus,"ω-Tau, 50-Tau, HR 1329, HIP 19990, TYC 1272-1126-1, Gaia EDR3- 49298394834276608"
HD 32923,Taurus,"m-Tau, 104-Tau, HR 1656, HIP 23835, TYC 1286-403-1, Gaia EDR3- 3407611182744289152"
HD 120539,Bootes,"e-Boo, 6-Boo, HR 5201, HIP 67480, TYC 1466-1082-1"
HD 108283,Coma Berenices,"14-Com, HR 4733, HIP 60697, TYC 1991-1897-1, Gaia EDR3- 4009103588563247104"
HD 129685,Centaurus,"c²-Cen, HR 5489, HIP 72104, TYC 7305-2443-1, Gaia EDR3- 6203042324394718976"
HD 89822,Ursa Major,"HR 4072, NSV 4839, HIP 50933, TYC 4150-1302-1, Gaia EDR3- 1053778957742409984"
HD 135153,Lupus,"i-Lup, 1-Lup, HR 5660, HIP 74604, TYC 7312-1422-1, Gaia EDR3- 6210657748086115328"
HD 190421,Telescopium,"ξ-Tel, HR 7673, NSV 12783, HIP 99120, TYC 8776-1343-1"
HD 53811,Puppis,"H-Pup, HR 2672, HIP 34059, TYC 8126-2550-1, Gaia EDR3- 5508149631314682752"
HD 195556,Cygnus,"ω¹-Cyg, 45-Cyg, HR 7844, HIP 101138, TYC 3581-2031-1, Gaia EDR3- 2083947891862120192"
HD 150416,Ophiuchus,"24-Sco, HR 6196, HIP 81724, TYC 6221-904-1, Gaia EDR3- 4131941783535773568"
HD 137052,Libra,"ε-Lib, 31-Lib, HR 5723, HIP 75379, TYC 5598-1052-1"
HD 145570,Scorpius,"ψ-Sco, 15-Sco, HR 6031, HIP 79375, TYC 5616-1294-1"
HD 61248,Carina,"Q-Car, HR 2934, NSV 3661, HIP 36942, TYC 8552-1360-1, Gaia EDR3- 5492385009689408640"
HD 134083,Bootes,"c-Boo, 45-Boo, HR 5634, NSV 6945, HIP 73996, TYC 2024-1355-1, Gaia EDR3- 1264630412816366720"
HD 84117,Hydra,"HR 3862, HIP 47592, TYC 6602-2081-1, Gaia EDR3- 5663558453071724288"
HD 111812,Coma Berenices,"31-Com, HR 4883, HIP 62763, TYC 1995-2586-1, Gaia EDR3- 3961912034103154944"
HD 106714,Coma Berenices,"7-Com, HR 4667, HIP 59847, TYC 1986-2432-1, Gaia EDR3- 4002093686540184960"
HD 194943,Capricornus,"ρ-Cap, 11-Cap, HR 7822, HIP 101027, TYC 6333-2128-1, Gaia EDR3- 6860945174279114880"
HD 44537,Auriga,"ψ¹-Aur, 46-Aur, HR 2289, HIP 30520, TYC 3384-1194-1, Gaia EDR3- 970675154497903616"
HD 142983,Libra,"FX Lib, 48-Lib, HR 5941, HIP 78207, TYC 5623-1368-1, Gaia EDR3- 6263223955904774656"
HD 75710,Vela,"g-Vel, HR 3520, HIP 43347, TYC 8152-2275-1, Gaia EDR3- 5331441693076149248"
HD 27348,Perseus,"54-Per, HR 1343, HIP 20252, TYC 2379-2589-1, Gaia EDR3- 175909804473075968"
HD 42545,Orion,"f¹-Ori, 69-Ori, HR 2198, HIP 29434, TYC 1314-1954-1, Gaia EDR3- 3346050969815830784"
HD 115004,Canes Venatici,"HR 4997, HIP 64540, TYC 3022-2307-1, Gaia EDR3- 1524839460257904896"
HD 135734,Lupus,"μ-Lup, HR 5683, HIP 74911, TYC 8298-4182-1, Gaia EDR3- 5902970689077010304"
HD 85951,Hydra,"HR 3923, HIP 48615, TYC 6053-693-1"
HD 130952,Libra,"11-Lib, HR 5535, HIP 72631, TYC 4990-776-1, Gaia EDR3- 6340310574387172608"
HD 26612,Horologium,"δ-Hor, HR 1302, HIP 19515, TYC 7580-1257-1"
HD 198134,Cygnus,"T Cyg, T-Cyg, HR 7956, HIP 102571, TYC 2695-4138-1, Gaia EDR3- 1869341845103357312"
HD 118216,Canes Venatici,"BH CVn, HR 5110, HIP 66257, TYC 2542-1094-1, Gaia EDR3- 1475118788534734592"
HD 168720,Hercules,"106-Her, HR 6868, HIP 89861, TYC 1580-2157-1, Gaia EDR3- 4529690183608965504"
HD 188892,Cygnus,"22-Cyg, HR 7613, HIP 98068, TYC 3137-3765-1"
HD 113139,Ursa Major,"78-UMa, HR 4931, NSV 6058, HIP 63503, TYC 3845-1189-1, Gaia EDR3- 1576850723937017216"
HD 114149,Hydra,"ψ-Hya, 45-Hya, HR 4958, HIP 64166, TYC 6699-1369-1, Gaia EDR3- 3504044777770340096"
HD 125628,Centaurus,"HR 5371, HIP 70264, TYC 8690-3219-1, Gaia EDR3- 5891112112577938816"
HD 65695,Monoceros,"27-Mon, HR 3122, HIP 39079, TYC 4837-3335-1, Gaia EDR3- 3068999225306100480"
HD 18449,Perseus,"24-Per, HR 882, HIP 13905, TYC 2334-1041-1, Gaia EDR3- 137319832555250816"
HD 57060,Canis Major,"UW CMa, UW-CMa, 29-CMa, HR 2781, HIP 35412, TYC 6541-4202-1, Gaia EDR3- 5617678822143017088"
HD 210302,Piscis Austrinus,"τ-PsA, 15-PsA, HR 8447, HIP 109422, TYC 7492-1465-1, Gaia EDR3- 6612242034982766848"
HD 66216,Gemini,"χ-Gem, HR 3149, HIP 39424, TYC 1934-1889-1"
HD 176670,Lyra,"λ-Lyr, 15-Lyr, HR 7192, NSV 11641, HIP 93279, TYC 2643-3347-1, Gaia EDR3- 2043600522403619328"
HD 101570,Centaurus,"HR 4499, HIP 56986, TYC 8976-5382-1, Gaia EDR3- 5334135702753475200"
HD 57821,Canis Major,"HR 2812, HIP 35727, TYC 5974-3954-1, Gaia EDR3- 2930559063426460544"
HD 184915,Aquila,"κ-Aql, 39-Aql, HR 7446, NSV 12204, HIP 96483, TYC 5156-3185-1, Gaia EDR3- 4207167654692390400"
HD 91496,Carina,"HR 4142, NSV 4886, HIP 51495, TYC 9223-255-1, Gaia EDR3- 5229179105872769408"
HD 192425,Delphinus,"ρ-Aql, 67-Aql, HR 7724, HIP 99742, TYC 1618-2331-1, Gaia EDR3- 1808282768947879808"
HD 20677,Perseus,"l-Per, 32-Per, HR 1002, NSV 1107, HIP 15648, TYC 2873-3762-1, Gaia EDR3- 241279069280395904"
HD 192640,Cygnus,"V1644 Cyg, b³-Cyg, 29-Cyg, HR 7736, HIP 99770, TYC 2683-3962-1, Gaia EDR3- 2060523518197844608"
HD 225212,Cetus,"3-Cet, HR 9103, NSV 13, HIP 355, TYC 5263-1049-1, Gaia EDR3- 2428589330539122304"
HD 99648,Leo,"τ-Leo, 84-Leo, HR 4418, HIP 55945, TYC 267-1193-1, Gaia EDR3- 3812336190247422336"
HD 24479,Camelopardalis,"HR 1204, HIP 18505, TYC 4067-1937-1, Gaia EDR3- 475117464201957888"
HD 90264,Carina,"L-Car, HR 4089, HIP 50847, TYC 8968-1393-1, Gaia EDR3- 5245074230075552128"
HD 10205,Andromeda,"τ-And, 53-And, HR 477, NSV 584, HIP 7818, TYC 2819-2290-1"
HD 123934,Virgo,"ET Vir, HR 5301, HIP 69269, TYC 6138-15-1, Gaia EDR3- 6297642105821172480"
HD 7788,Tucana,"κ-Tuc, HR 377, NSV 454, HIP 5896, TYC 9136-1759-2"
HD 4058,Cassiopeia,"π-Cas, 20-Cas, HR 184, NSV 268, HIP 3414, TYC 3253-1987-1, Gaia EDR3- 390019868412760832"
HD 51799,Puppis,"HR 2608, HIP 33357, TYC 8122-1697-1, Gaia EDR3- 5509137443727960832"
HD 109551,Draco,"6-Dra, HR 4795, HIP 61384, TYC 4397-1799-1"
HD 16046,Fornax,"ω-For, HR 749, HIP 11918, TYC 6436-2246-1"
HD 34559,Taurus,"n-Tau, 109-Tau, HR 1739, HIP 24822, TYC 1295-1998-1, Gaia EDR3- 3414635344059244032"
HD 26722,Taurus,"47-Tau, HR 1311, HIP 19740, TYC 667-840-1, Gaia EDR3- 3300128870247575424"
HD 148048,Ursa Minor,"η-UMi, 21-UMi, HR 6116, HIP 79822, TYC 4567-1764-1, Gaia EDR3- 1704062466923822336"
HD 145397,Norma,"κ-Nor, HR 6024, HIP 79509, TYC 8715-2592-1, Gaia EDR3- 5932543841135864960"
HD 216397,Lacerta,"15-Lac, HR 8699, HIP 112917, TYC 3227-3865-1, Gaia EDR3- 1934658092817644928"
HD 27382,Taurus,"φ-Tau, 52-Tau, HR 1348, HIP 20250, TYC 1824-1167-1, Gaia EDR3- 152375376557185152"
HD 61497,Lynx,"24-Lyn, HR 2946, HIP 37609, TYC 3794-1738-1, Gaia EDR3- 1082548980858594560"
HD 164669,Hercules,"HR 6730, NSV 10014"
HD 139663,Libra,"42-Lib, HR 5824, HIP 76742, TYC 6777-1627-1, Gaia EDR3- 6238537823914049408"
HD 143466,Draco,"CL Dra, HR 5960, HIP 78180, TYC 3870-1962-1, Gaia EDR3- 1597350774639252352"
HD 213442,Tucana,"ν-Tuc, HR 8582, HIP 111310, TYC 9118-1191-1, Gaia EDR3- 6406700636957782144"
HD 132742,Libra,"δ-Lib, 19-Lib, HR 5586, HIP 73473, TYC 5579-1166-1, Gaia EDR3- 6332277920392457472"
HD 112091,Crux,"μ²-Cru, HR 4899, HIP 63005, TYC 8656-3487-1, Gaia EDR3- 6060547335455660032"
HD 108382,Coma Berenices,"16-Com, HR 4738, HIP 60746, TYC 1991-1901-1, Gaia EDR3- 4008867605880031872"
HD 11529,Cassiopeia,"ω-Cas, 46-Cas, HR 548, NSV 659, HIP 9009, TYC 4310-902-1, Gaia EDR3- 521376186122882304"
HD 23227,Fornax,"δ-For, HR 1134, HIP 17304, TYC 7028-1395-1, Gaia EDR3- 4863608218527472000"
HD 60414,Puppis,"KQ Pup, HR 2902, HIP 36773, TYC 5409-1859-1"
HD 120452,Virgo,"89-Vir, HR 5196, HIP 67494, TYC 6127-879-1, Gaia EDR3- 6294168164474202112"
HD 10307,Andromeda,"HR 483, HIP 7918, TYC 2823-2455-1"
HD 222842,Pegasus,"78-Peg, HR 8997, HIP 117073, TYC 2257-2521-1, Gaia EDR3- 2867726990408448896"
HD 64145,Gemini,"φ-Gem, 83-Gem, HR 3067, HIP 38538, TYC 1933-2000-1"
HD 35149,Orion,"m-Ori, 23-Ori, HR 1770, HIP 25142, TYC 105-2800-1"
HD 40176,Columba,"ξ-Col, HR 2087, HIP 28010, TYC 7070-1723-1"
HD 22951,Perseus,"o-Per, 40-Per, HR 1123, HIP 17313, TYC 2363-2185-1, Gaia EDR3- 218170461600456576"
HD 7570,Phoenix,"ν-Phe, HR 370, HIP 5862, TYC 8033-1232-1, Gaia EDR3- 4934923028038871296"
HD 143807,Corona Borealis,"ι-CrB, 14-CrB, HR 5971, NSV 7396, HIP 78493, TYC 2041-1805-1, Gaia EDR3- 1320255698202371072"
HD 25728,Reticulum,"ι-Ret, HR 1266, HIP 18772, TYC 8868-2221-1, Gaia EDR3- 4679898521521138944"
HD 107328,Virgo,"c-Vir, 16-Vir, HR 4695, HIP 60172, TYC 285-1247-1, Gaia EDR3- 3701693091058501504"
HD 182568,Cygnus,"2-Cyg, HR 7372, HIP 95372, TYC 2137-3101-1"
HD 41511,Lepus,"SS Lep, 17-Lep, HR 2148, HIP 28816, TYC 5932-1539-1, Gaia EDR3- 2991407583086382592"
HD 82395,Leo,"ξ-Leo, 5-Leo, HR 3782, NSV 4518, HIP 46771, TYC 824-1978-1, Gaia EDR3- 589907543288859264"
HD 39283,Auriga,"ξ-Aur, 30-Aur, HR 2029, HIP 27949, TYC 3754-939-1, Gaia EDR3- 265322639799154560"
HD 149212,Draco,"A-Dra, 15-Dra, HR 6161, HIP 80650, TYC 4419-2886-1, Gaia EDR3- 1649549642491581312"
HD 166464,Sagittarius,"11-Sgr, HR 6801, HIP 89153, TYC 6843-1347-1, Gaia EDR3- 4066303447672595200"
HD 61772,Puppis,"140-Pup, HR 2959, HIP 37379, TYC 5980-1606-1, Gaia EDR3- 3029166186781118336"
HD 21278,Perseus,"HR 1034, HIP 16147, TYC 3320-2815-1, Gaia EDR3- 441416161501150848"
HD 197963,Delphinus,"γ¹-Del, 12-Del, HR 7947, HIP 102531, TYC 1634-3057-1, Gaia EDR3- 1763000482062205056"
